Type                                  Module                      Label             Process   
vector<reco::CaloCluster>             "multi5x5SuperClusters"     "uncleanOnlyMulti5x5EndcapBasicClusters"   "RECO"    
vector<reco::CaloJet>                 "ak4CaloJets"               ""                "RECO"    
vector<reco::CaloJet>                 "slimmedCaloJets"           ""                "RECO"    
vector<reco::CaloMET>                 "caloMet"                   ""                "RECO"    
vector<reco::CaloMET>                 "caloMetBE"                 ""                "RECO"    
vector<reco::CaloMET>                 "caloMetBEFO"               ""                "RECO"    
vector<reco::CaloMET>                 "caloMetM"                  ""                "RECO"    
vector<reco::Conversion>              "allConversions"            ""                "RECO"    
vector<reco::Conversion>              "conversions"               ""                "RECO"    
vector<reco::Conversion>              "particleFlowEGamma"        ""                "RECO"    
vector<reco::Conversion>              "uncleanedOnlyAllConversions"   ""                "RECO"    
vector<reco::Conversion>              "reducedEgamma"             "reducedConversions"   "RECO"    
vector<reco::Conversion>              "reducedEgamma"             "reducedSingleLegConversions"   "RECO"    
vector<reco::DeDxHitInfo>             "dedxHitInfo"               ""                "RECO"    
vector<reco::DeDxHitInfo>             "isolatedTracks"            ""                "RECO"    
vector<reco::ForwardProton>           "ctppsProtons"              "multiRP"         "RECO"    
vector<reco::ForwardProton>           "ctppsProtons"              "singleRP"        "RECO"    
vector<reco::GenJet>                  "slimmedGenJets"            ""                "RECO"    
vector<reco::GenJet>                  "slimmedGenJetsAK8"         ""                "RECO"    
vector<reco::GenJet>                  "slimmedGenJetsAK8SoftDropSubJets"   ""                "RECO"    
vector<reco::GenParticle>             "prunedGenParticles"        ""                "RECO"    
vector<reco::GenParticle>             "muonSimClassifier"         "secondaries"     "RECO"    
vector<reco::GsfElectron>             "ecalDrivenGsfElectrons"    ""                "RECO"    
vector<reco::GsfElectron>             "ecalDrivenGsfElectronsFromMultiCl"   ""                "RECO"    
vector<reco::GsfElectron>             "gedGsfElectrons"           ""                "RECO"    
vector<reco::GsfElectronCore>         "ecalDrivenGsfElectronCores"   ""                "RECO"    
vector<reco::GsfElectronCore>         "ecalDrivenGsfElectronCoresFromMultiCl"   ""                "RECO"    
vector<reco::GsfElectronCore>         "gedGsfElectronCores"       ""                "RECO"    
vector<reco::GsfElectronCore>         "reducedEgamma"             "reducedGedGsfElectronCores"   "RECO"    
vector<reco::GsfTrack>                "electronGsfTracks"         ""                "RECO"    
vector<reco::GsfTrack>                "electronGsfTracksFromMultiCl"   ""                "RECO"    
vector<reco::GsfTrack>                "reducedEgamma"             "reducedGsfTracks"   "RECO"    
vector<reco::HFEMClusterShape>        "hfEMClusters"              ""                "RECO"    
vector<reco::HGCalMultiCluster>       "hgcalMultiClusters"        "sharing"         "RECO"    
vector<reco::IPTagInfo<vector<edm::Ptr<reco::Candidate> >,reco::JetTagInfo> >    "pfImpactParameterTagInfos"   ""                "RECO"    
vector<reco::JPTJet>                  "JetPlusTrackZSPCorJetAntiKt4"   ""                "RECO"    
vector<reco::Muon>                    "muons"                     ""                "RECO"    
vector<reco::Muon>                    "muonsFromCosmics"          ""                "RECO"    
vector<reco::Muon>                    "muonsFromCosmics1Leg"      ""                "RECO"    
vector<reco::PFBlock>                 "particleFlowBlock"         ""                "RECO"    
vector<reco::PFBlock>                 "simPFProducer"             ""                "RECO"    
vector<reco::PFCandidate>             "particleFlow"              ""                "RECO"    
vector<reco::PFCandidate>             "particleFlowEGamma"        ""                "RECO"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     ""                "RECO"    
vector<reco::PFCandidate>             "pfTICL"                    ""                "RECO"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "AddedMuonsAndHadrons"   "RECO"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedCosmicsMuons"   "RECO"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedFakeMuons"   "RECO"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedHF"       "RECO"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedPunchThroughMuons"   "RECO"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedPunchThroughNeutralHadrons"   "RECO"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedTrackerAndGlobalMuons"   "RECO"    
vector<reco::PFCluster>               "particleFlowClusterECAL"   ""                "RECO"    
vector<reco::PFCluster>               "particleFlowClusterHCAL"   ""                "RECO"    
vector<reco::PFCluster>               "particleFlowClusterHF"     ""                "RECO"    
vector<reco::PFCluster>               "particleFlowClusterHO"     ""                "RECO"    
vector<reco::PFCluster>               "particleFlowClusterPS"     ""                "RECO"    
vector<reco::PFDisplacedVertex>       "particleFlowDisplacedVertex"   ""                "RECO"    
vector<reco::PFJet>                   "ak4PFJets"                 ""                "RECO"    
vector<reco::PFJet>                   "ak4PFJetsCHS"              ""                "RECO"    
vector<reco::PFJet>                   "ak4PFJetsPuppi"            ""                "RECO"    
vector<reco::PFJet>                   "ak4PFL1Calo"               ""                "RECO"    
vector<reco::PFJet>                   "ak4PFL1PF"                 ""                "RECO"    
vector<reco::PFJet>                   "ak4PFL1Puppi"              ""                "RECO"    
vector<reco::PFJet>                   "ak8PFJetsPuppi"            ""                "RECO"    
vector<reco::PFJet>                   "ak8PFJetsPuppiSoftDrop"    "SubJets"         "RECO"    
vector<reco::PFMET>                   "l1PFMetCalo"               ""                "RECO"    
vector<reco::PFMET>                   "l1PFMetPF"                 ""                "RECO"    
vector<reco::PFMET>                   "l1PFMetPuppi"              ""                "RECO"    
vector<reco::PFMET>                   "pfChMet"                   ""                "RECO"    
vector<reco::PFMET>                   "pfMet"                     ""                "RECO"    
vector<reco::PFMET>                   "pfMetPuppi"                ""                "RECO"    
vector<reco::PFRecHit>                "particleFlowRecHitECAL"    "Cleaned"         "RECO"    
vector<reco::PFRecHit>                "particleFlowRecHitHBHE"    "Cleaned"         "RECO"    
vector<reco::PFRecHit>                "particleFlowRecHitHF"      "Cleaned"         "RECO"    
vector<reco::PFRecHit>                "particleFlowRecHitHGC"     "Cleaned"         "RECO"    
vector<reco::PFRecHit>                "particleFlowRecHitHO"      "Cleaned"         "RECO"    
vector<reco::PFRecHit>                "particleFlowRecHitPS"      "Cleaned"         "RECO"    
vector<reco::PFTau>                   "hpsPFTauProducer"          ""                "RECO"    
vector<reco::PFTauTransverseImpactParameter>    "hpsPFTauTransverseImpactParameters"   "PFTauTIP"        "RECO"    
vector<reco::Photon>                  "gedPhotons"                ""                "RECO"    
vector<reco::Photon>                  "ootPhotons"                ""                "RECO"    
vector<reco::Photon>                  "photons"                   ""                "RECO"    
vector<reco::Photon>                  "photonsFromMultiCl"        ""                "RECO"    
vector<reco::PhotonCore>              "gedPhotonCore"             ""                "RECO"    
vector<reco::PhotonCore>              "ootPhotonCore"             ""                "RECO"    
vector<reco::PhotonCore>              "photonCore"                ""                "RECO"    
vector<reco::PhotonCore>              "photonCoreFromMultiCl"     ""                "RECO"    
vector<reco::PhotonCore>              "reducedEgamma"             "reducedGedPhotonCores"   "RECO"    
vector<reco::PhotonCore>              "reducedEgamma"             "reducedOOTPhotonCores"   "RECO"    
vector<reco::PixelClusterTagInfo>     "pixelClusterTagInfos"      ""                "RECO"    
vector<reco::PreId>                   "trackerDrivenElectronSeeds"   "preid"           "RECO"    
vector<reco::PreshowerCluster>        "multi5x5SuperClustersWithPreshower"   "preshowerXClusters"   "RECO"    
vector<reco::PreshowerCluster>        "multi5x5SuperClustersWithPreshower"   "preshowerYClusters"   "RECO"    
vector<reco::PreshowerClusterShape>    "multi5x5PreshowerClusterShape"   "multi5x5PreshowerXClustersShape"   "RECO"    
vector<reco::PreshowerClusterShape>    "multi5x5PreshowerClusterShape"   "multi5x5PreshowerYClustersShape"   "RECO"    
vector<reco::RecoChargedRefCandidate>    "trackRefsForJets"          ""                "RECO"    
vector<reco::RecoEcalCandidate>       "hfRecoEcalCandidate"       ""                "RECO"    
vector<reco::RecoTauPiZero>           "hpsPFTauProducer"          "pizeros"         "RECO"    
vector<reco::SuperCluster>            "correctedHybridSuperClusters"   ""                "RECO"    
vector<reco::SuperCluster>            "correctedMulti5x5SuperClustersWithPreshower"   ""                "RECO"    
vector<reco::SuperCluster>            "hfEMClusters"              ""                "RECO"    
vector<reco::SuperCluster>            "hybridSuperClusters"       ""                "RECO"    
vector<reco::SuperCluster>            "multi5x5SuperClustersWithPreshower"   ""                "RECO"    
vector<reco::SuperCluster>            "particleFlowEGamma"        ""                "RECO"    
vector<reco::SuperCluster>            "multi5x5SuperClusters"     "multi5x5EndcapSuperClusters"   "RECO"    
vector<reco::SuperCluster>            "particleFlowSuperClusterECAL"   "particleFlowSuperClusterECALBarrel"   "RECO"    
vector<reco::SuperCluster>            "particleFlowSuperClusterHGCal"   "particleFlowSuperClusterECALBarrel"   "RECO"    
vector<reco::SuperCluster>            "particleFlowSuperClusterHGCalFromMultiCl"   "particleFlowSuperClusterECALBarrel"   "RECO"    
vector<reco::SuperCluster>            "particleFlowSuperClusterECAL"   "particleFlowSuperClusterECALEndcapWithPreshower"   "RECO"    
vector<reco::SuperCluster>            "particleFlowSuperClusterOOTECAL"   "particleFlowSuperClusterOOTECALBarrel"   "RECO"    
vector<reco::SuperCluster>            "particleFlowSuperClusterOOTECAL"   "particleFlowSuperClusterOOTECALEndcapWithPreshower"   "RECO"    
vector<reco::SuperCluster>            "simPFProducer"             "perfect"         "RECO"    
vector<reco::SuperCluster>            "reducedEgamma"             "reducedOOTSuperClusters"   "RECO"    
vector<reco::SuperCluster>            "reducedEgamma"             "reducedSuperClusters"   "RECO"    
vector<reco::SuperCluster>            "hybridSuperClusters"       "uncleanOnlyHybridSuperClusters"   "RECO"    
vector<reco::SuperCluster>            "multi5x5SuperClusters"     "uncleanOnlyMulti5x5EndcapSuperClusters"   "RECO"    
vector<reco::TemplatedSecondaryVertexTagInfo<reco::IPTagInfo<vector<edm::Ptr<reco::Candidate> >,reco::JetTagInfo>,reco::VertexCompositePtrCandidate> >    "pfGhostTrackVertexTagInfos"   ""                "RECO"    
vector<reco::TemplatedSecondaryVertexTagInfo<reco::IPTagInfo<vector<edm::Ptr<reco::Candidate> >,reco::JetTagInfo>,reco::VertexCompositePtrCandidate> >    "pfInclusiveSecondaryVertexFinderCvsLTagInfos"   ""                "RECO"    
vector<reco::TemplatedSecondaryVertexTagInfo<reco::IPTagInfo<vector<edm::Ptr<reco::Candidate> >,reco::JetTagInfo>,reco::VertexCompositePtrCandidate> >    "pfInclusiveSecondaryVertexFinderTagInfos"   ""                "RECO"    
vector<reco::TemplatedSecondaryVertexTagInfo<reco::IPTagInfo<vector<edm::Ptr<reco::Candidate> >,reco::JetTagInfo>,reco::VertexCompositePtrCandidate> >    "pfSecondaryVertexTagInfos"   ""                "RECO"    
vector<reco::TemplatedSoftLeptonTagInfo<edm::Ptr<reco::Candidate> > >    "softPFElectronsTagInfos"   ""                "RECO"    
vector<reco::TemplatedSoftLeptonTagInfo<edm::Ptr<reco::Candidate> > >    "softPFMuonsTagInfos"       ""                "RECO"    
vector<reco::Track>                   "ckfInOutTracksFromConversions"   ""                "RECO"    
vector<reco::Track>                   "ckfOutInTracksFromConversions"   ""                "RECO"    
vector<reco::Track>                   "conversionStepTracks"      ""                "RECO"    
vector<reco::Track>                   "cosmicDCTracks"            ""                "RECO"    
vector<reco::Track>                   "cosmicMuons"               ""                "RECO"    
vector<reco::Track>                   "cosmicMuons1Leg"           ""                "RECO"    
vector<reco::Track>                   "cosmicsVetoTracks"         ""                "RECO"    
vector<reco::Track>                   "displacedGlobalMuons"      ""                "RECO"    
vector<reco::Track>                   "displacedStandAloneMuons"   ""                "RECO"    
vector<reco::Track>                   "displacedTracks"           ""                "RECO"    
vector<reco::Track>                   "generalTracks"             ""                "RECO"    
vector<reco::Track>                   "globalMuons"               ""                "RECO"    
vector<reco::Track>                   "refittedStandAloneMuons"   ""                "RECO"    
vector<reco::Track>                   "standAloneMuons"           ""                "RECO"    
vector<reco::Track>                   "trackExtenderWithMTD"      ""                "RECO"    
vector<reco::Track>                   "uncleanedOnlyCkfInOutTracksFromConversions"   ""                "RECO"    
vector<reco::Track>                   "uncleanedOnlyCkfOutInTracksFromConversions"   ""                "RECO"    
vector<reco::Track>                   "refittedStandAloneMuons"   "UpdatedAtVtx"    "RECO"    
vector<reco::Track>                   "standAloneMuons"           "UpdatedAtVtx"    "RECO"    
vector<reco::Track>                   "tevMuons"                  "default"         "RECO"    
vector<reco::Track>                   "tevMuons"                  "dyt"             "RECO"    
vector<reco::Track>                   "tevMuons"                  "firstHit"        "RECO"    
vector<reco::Track>                   "pfImpactParameterTagInfos"   "ghostTracks"     "RECO"    
vector<reco::Track>                   "tevMuons"                  "picky"           "RECO"    
vector<reco::TrackExtra>              "ckfInOutTracksFromConversions"   ""                "RECO"    
vector<reco::TrackExtra>              "ckfOutInTracksFromConversions"   ""                "RECO"    
vector<reco::TrackExtra>              "conversionStepTracks"      ""                "RECO"    
vector<reco::TrackExtra>              "cosmicDCTracks"            ""                "RECO"    
vector<reco::TrackExtra>              "cosmicMuons"               ""                "RECO"    
vector<reco::TrackExtra>              "cosmicMuons1Leg"           ""                "RECO"    
vector<reco::TrackExtra>              "displacedGlobalMuons"      ""                "RECO"    
vector<reco::TrackExtra>              "displacedStandAloneMuons"   ""                "RECO"    
vector<reco::TrackExtra>              "generalTracks"             ""                "RECO"    
vector<reco::TrackExtra>              "globalMuons"               ""                "RECO"    
vector<reco::TrackExtra>              "refittedStandAloneMuons"   ""                "RECO"    
vector<reco::TrackExtra>              "standAloneMuons"           ""                "RECO"    
vector<reco::TrackExtra>              "trackExtenderWithMTD"      ""                "RECO"    
vector<reco::TrackExtra>              "uncleanedOnlyCkfInOutTracksFromConversions"   ""                "RECO"    
vector<reco::TrackExtra>              "uncleanedOnlyCkfOutInTracksFromConversions"   ""                "RECO"    
vector<reco::TrackExtra>              "tevMuons"                  "default"         "RECO"    
vector<reco::TrackExtra>              "tevMuons"                  "dyt"             "RECO"    
vector<reco::TrackExtra>              "tevMuons"                  "firstHit"        "RECO"    
vector<reco::TrackExtra>              "tevMuons"                  "picky"           "RECO"    
vector<reco::TrackExtrapolation>      "trackExtrapolator"         ""                "RECO"    
vector<reco::TrackJet>                "ak4TrackJets"              ""                "RECO"    
vector<reco::Vertex>                  "inclusiveSecondaryVertices"   ""                "RECO"    
vector<reco::Vertex>                  "offlinePrimaryVertices"    ""                "RECO"    
vector<reco::Vertex>                  "offlinePrimaryVertices4D"   ""                "RECO"    
vector<reco::Vertex>                  "offlinePrimaryVertices4DWithBS"   ""                "RECO"    
vector<reco::Vertex>                  "offlinePrimaryVertices4DnoPID"   ""                "RECO"    
vector<reco::Vertex>                  "offlinePrimaryVertices4DnoPIDWithBS"   ""                "RECO"    
vector<reco::Vertex>                  "offlinePrimaryVerticesWithBS"   ""                "RECO"    
vector<reco::Vertex>                  "offlineSlimmedPrimaryVertices"   ""                "RECO"    
vector<reco::Vertex>                  "offlineSlimmedPrimaryVertices4D"   ""                "RECO"    
vector<reco::VertexCompositeCandidate>    "generalV0Candidates"       "Kshort"          "RECO"    
vector<reco::VertexCompositeCandidate>    "generalV0Candidates"       "Lambda"          "RECO"    
vector<reco::VertexCompositePtrCandidate>    "inclusiveCandidateSecondaryVertices"   ""                "RECO"    
vector<reco::VertexCompositePtrCandidate>    "inclusiveCandidateSecondaryVerticesCvsL"   ""                "RECO"    
vector<reco::VertexCompositePtrCandidate>    "slimmedKshortVertices"     ""                "RECO"    
vector<reco::VertexCompositePtrCandidate>    "slimmedLambdaVertices"     ""                "RECO"    
vector<reco::VertexCompositePtrCandidate>    "slimmedSecondaryVertices"   ""                "RECO"    
vector<string>                        "slimmedPatTrigger"         "filterLabels"    "RECO"    
vector<pair<csc::L1Track,MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi> > >    "csctfDigis"                ""                "RECO"    
vector<ticl::Trackster>               "ticlTrackstersEM"          ""                "RECO"    
vector<ticl::Trackster>               "ticlTrackstersHAD"         ""                "RECO"    
vector<ticl::Trackster>               "ticlTrackstersMIP"         ""                "RECO"    
vector<ticl::Trackster>               "ticlTrackstersMerge"       ""                "RECO"    
vector<ticl::Trackster>               "ticlTrackstersTrk"         ""                "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1Calo"      "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1Calo"      "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1Calo"      "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1Calo"      "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1EmCalo"    "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1EmCalo"    "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1EmCalo"    "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1EmCalo"    "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1Mu"        "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1Mu"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1Mu"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1Mu"        "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PF"        "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PF"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PF"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PF"        "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFMuon"    "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFMuon"    "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFMuon"    "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFMuon"    "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1Puppi"     "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1Puppi"     "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1Puppi"     "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1Puppi"     "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiMuon"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiMuon"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiMuon"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiMuon"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1TK"        "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1TK"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1TK"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1TK"        "RECO"    
unsigned int                          "bunchSpacingProducer"      ""                "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1Calo"      "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1Calo"      "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1Calo"      "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1Calo"      "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1EmCalo"    "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1EmCalo"    "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1EmCalo"    "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1EmCalo"    "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1Mu"        "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1Mu"        "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1Mu"        "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1Mu"        "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PF"        "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PF"        "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PF"        "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PF"        "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PFCharged"   "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PFCharged"   "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PFCharged"   "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PFCharged"   "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PFChargedHadron"   "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PFChargedHadron"   "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PFChargedHadron"   "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PFChargedHadron"   "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PFElectron"   "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PFElectron"   "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PFElectron"   "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PFElectron"   "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PFMuon"    "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PFMuon"    "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PFMuon"    "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PFMuon"    "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PFNeutral"   "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PFNeutral"   "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PFNeutral"   "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PFNeutral"   "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PFNeutralHadron"   "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PFNeutralHadron"   "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PFNeutralHadron"   "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PFNeutralHadron"   "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PFPhoton"   "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PFPhoton"   "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PFPhoton"   "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PFPhoton"   "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1Puppi"     "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1Puppi"     "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1Puppi"     "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1Puppi"     "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PuppiCharged"   "RECO"    
